Age_of_Farmer,Annual_Income,Land_Size_Acres,Land_Location,Irrigation_Facility,Credit_Score,Existing_Loans,Requested_Loan_Amount,Loan_Purpose,Loan_Type,Land_Ownership,Loan_History,Approved_Loan_Amount,Soil_pH,Nitrogen_kg_per_ha,Phosphorus_kg_per_ha,Potassium_kg_per_ha
33,305269.0,1.89,Near_City,rainfed,610,0,151200.0,Irrigation_Setup,Long_Term,Leased,First_Time,0.0,8.08,567,23,243
37,813914.0,6.02,Far,borewell,570,3,240800.0,Seeds_Fertilizers,Short_Term,Owned,First_Time,0.0,6.39,481,15,205
33,1034555.0,7.69,Far,drip,850,0,307600.0,Borewell_Installation,Short_Term,Owned,Repeat,290682.0,6.78,506,19,281
41,232996.0,1.44,Far,borewell,620,0,57600.0,Irrigation_Setup,Short_Term,Owned,First_Time,49248.0,5.97,558,14,294
32,214329.0,0.73,Far,drip,700,0,29200.0,Equipment_Purchase,Short_Term,Owned,Repeat,27068.4,5.88,599,40,148
46,882798.0,6.71,Near_Village,drip,750,2,402600.0,Crop_Cultivation,Short_Term,Owned,Repeat,373210.2,8.43,597,23,229
65,301310.0,1.86,Near_Village,rainfed,670,1,111600.0,Borewell_Installation,Short_Term,Owned,Repeat,100440.0,8.0,336,25,372
42,648412.0,4.47,Far,drip,560,3,178800.0,Borewell_Installation,Long_Term,Leased,Repeat,0.0,6.33,177,12,286
50,424137.0,2.86,Near_City,canal,710,1,228800.0,Borewell_Installation,Short_Term,Leased,Repeat,0.0,6.52,597,40,258
29,269990.0,1.75,Far,canal,530,1,70000.0,Equipment_Purchase,Long_Term,Leased,First_Time,0.0,5.76,304,21,102
50,169181.0,0.76,Far,drip,620,0,30400.0,Borewell_Installation,Short_Term,Owned,First_Time,25992.0,6.66,119,46,394
42,801970.0,5.59,Far,canal,590,3,223600.0,Equipment_Purchase,Long_Term,Leased,Repeat,0.0,5.59,360,38,269
44,414849.0,2.76,Near_Village,canal,740,0,165600.0,Equipment_Purchase,Long_Term,Owned,First_Time,141588.0,7.38,408,11,316
28,578913.0,4.1,Near_City,borewell,680,1,328000.0,Borewell_Installation,Short_Term,Leased,Repeat,0.0,5.63,267,19,84
50,240462.0,1.36,Near_City,canal,410,2,108800.0,Equipment_Purchase,Short_Term,Leased,First_Time,0.0,7.79,289,21,230
53,346155.0,1.8,Near_City,drip,620,1,144000.0,Crop_Cultivation,Long_Term,Owned,First_Time,123120.0,6.66,110,36,329
38,438914.0,2.41,Far,rainfed,490,3,96400.0,Equipment_Purchase,Short_Term,Owned,First_Time,0.0,7.96,124,18,173
65,692387.0,4.87,Near_City,rainfed,700,0,389600.0,Borewell_Installation,Short_Term,Leased,First_Time,0.0,7.09,120,22,334
40,715714.0,5.17,Near_Village,canal,760,0,310200.0,Equipment_Purchase,Short_Term,Leased,First_Time,0.0,5.7,171,17,323
31,788335.0,5.64,Near_Village,rainfed,670,2,338400.0,Irrigation_Setup,Long_Term,Owned,First_Time,289332.0,8.3,449,29,288
50,990326.0,7.44,Far,rainfed,790,1,297600.0,Borewell_Installation,Short_Term,Leased,Repeat,0.0,8.31,280,33,224
51,930004.0,7.01,Near_Village,canal,570,3,420600.0,Equipment_Purchase,Short_Term,Owned,First_Time,0.0,5.96,115,22,287
41,473198.0,3.39,Near_City,canal,590,2,271200.0,Equipment_Purchase,Long_Term,Owned,First_Time,0.0,5.56,136,10,171
33,222909.0,1.05,Far,canal,620,0,42000.0,Seeds_Fertilizers,Short_Term,Owned,First_Time,35910.0,7.2,264,44,257
40,254441.0,0.92,Far,rainfed,620,1,36800.0,Seeds_Fertilizers,Short_Term,Owned,First_Time,31464.0,6.59,380,30,336
44,972043.0,7.08,Near_Village,drip,570,3,424800.0,Crop_Cultivation,Long_Term,Owned,First_Time,0.0,6.22,599,36,350
35,493757.0,3.34,Near_Village,canal,680,0,200400.0,Crop_Cultivation,Long_Term,Leased,First_Time,0.0,7.34,464,5,230
43,643895.0,4.85,Near_Village,canal,640,2,291000.0,Borewell_Installation,Short_Term,Owned,First_Time,248805.0,6.73,574,31,198
46,985365.0,7.37,Near_City,rainfed,790,1,589600.0,Equipment_Purchase,Short_Term,Leased,Repeat,0.0,7.31,542,46,316
52,660794.0,4.86,Near_Village,drip,580,2,291600.0,Irrigation_Setup,Long_Term,Leased,First_Time,0.0,7.03,263,38,99
65,211664.0,1.15,Far,rainfed,610,0,46000.0,Borewell_Installation,Long_Term,Leased,Repeat,0.0,5.9,239,46,122
26,951977.0,7.17,Near_Village,canal,760,1,430200.0,Crop_Cultivation,Long_Term,Leased,Repeat,0.0,5.77,598,13,132
25,309831.0,1.66,Far,canal,430,2,66400.0,Borewell_Installation,Short_Term,Leased,First_Time,0.0,7.69,125,35,332
35,310648.0,1.62,Far,canal,640,1,64800.0,Borewell_Installation,Short_Term,Leased,Repeat,0.0,5.65,503,28,316
62,681440.0,4.46,Near_City,drip,630,2,356800.0,Seeds_Fertilizers,Long_Term,Leased,Repeat,0.0,6.18,219,45,357
37,169412.0,0.74,Near_City,rainfed,450,3,59200.0,Crop_Cultivation,Long_Term,Owned,Repeat,0.0,5.86,161,45,149
53,149613.0,0.63,Far,drip,510,1,25200.0,Crop_Cultivation,Short_Term,Leased,First_Time,0.0,6.17,644,5,116
64,440560.0,2.7,Near_City,rainfed,540,3,216000.0,Irrigation_Setup,Short_Term,Owned,Repeat,0.0,7.49,353,27,190
48,705313.0,4.89,Near_Village,borewell,660,2,293400.0,Equipment_Purchase,Short_Term,Leased,Repeat,0.0,6.61,320,6,243
43,755547.0,5.25,Near_Village,canal,840,0,315000.0,Equipment_Purchase,Short_Term,Leased,Repeat,0.0,8.0,294,42,369
47,954822.0,6.85,Near_City,drip,850,1,548000.0,Seeds_Fertilizers,Short_Term,Owned,Repeat,517860.0,6.07,166,46,322
27,705314.0,5.21,Near_Village,canal,730,0,312600.0,Equipment_Purchase,Long_Term,Leased,First_Time,0.0,7.27,464,6,113
25,878904.0,6.36,Far,canal,730,0,254400.0,Equipment_Purchase,Short_Term,Leased,First_Time,0.0,6.21,664,49,353
44,271490.0,1.54,Near_Village,drip,750,0,92400.0,Irrigation_Setup,Long_Term,Owned,Repeat,85654.8,6.89,406,18,89
49,835268.0,6.22,Near_Village,canal,650,3,373200.0,Seeds_Fertilizers,Long_Term,Owned,Repeat,0.0,6.67,532,13,190
40,508325.0,3.48,Far,borewell,430,3,139200.0,Borewell_Installation,Long_Term,Leased,First_Time,0.0,7.15,405,35,383
29,1008436.0,7.29,Near_City,drip,560,3,583200.0,Borewell_Installation,Short_Term,Leased,Repeat,0.0,7.82,428,32,180
40,377696.0,2.55,Far,rainfed,690,0,102000.0,Crop_Cultivation,Short_Term,Owned,First_Time,87210.0,8.04,525,33,256
60,593363.0,4.43,Far,canal,710,0,177200.0,Equipment_Purchase,Short_Term,Owned,First_Time,151506.0,8.17,695,12,381
27,910535.0,6.55,Far,canal,660,2,262000.0,Borewell_Installation,Short_Term,Leased,Repeat,0.0,6.07,639,14,51
52,238620.0,1.22,Far,rainfed,700,0,48800.0,Seeds_Fertilizers,Short_Term,Owned,Repeat,45237.6,5.62,613,11,93
59,317016.0,1.66,Near_Village,borewell,720,0,99600.0,Irrigation_Setup,Short_Term,Owned,Repeat,92329.2,6.41,381,27,150
48,601916.0,3.86,Far,drip,580,2,154400.0,Seeds_Fertilizers,Long_Term,Leased,First_Time,0.0,6.99,416,22,352
44,777996.0,5.59,Near_City,drip,840,0,447200.0,Equipment_Purchase,Long_Term,Leased,Repeat,0.0,7.73,509,5,373
63,767193.0,5.19,Near_City,rainfed,540,3,415200.0,Seeds_Fertilizers,Short_Term,Owned,First_Time,0.0,7.46,323,44,245
58,723422.0,5.36,Near_City,drip,760,1,428800.0,Seeds_Fertilizers,Long_Term,Leased,Repeat,0.0,6.19,695,22,105
62,524142.0,3.8,Near_Village,rainfed,650,0,228000.0,Seeds_Fertilizers,Long_Term,Leased,First_Time,0.0,7.18,679,25,191
60,463395.0,2.77,Near_City,drip,680,1,221600.0,Irrigation_Setup,Short_Term,Leased,Repeat,0.0,8.24,420,33,228
43,219140.0,1.32,Far,drip,640,0,52800.0,Equipment_Purchase,Long_Term,Leased,Repeat,0.0,6.19,352,49,320
47,410782.0,2.26,Near_Village,rainfed,740,0,135600.0,Irrigation_Setup,Short_Term,Owned,First_Time,115938.0,6.78,396,29,253
25,1068580.0,7.69,Near_City,rainfed,560,3,615200.0,Borewell_Installation,Short_Term,Leased,Repeat,0.0,8.07,542,15,60
60,258521.0,1.54,Near_Village,canal,490,2,92400.0,Seeds_Fertilizers,Short_Term,Owned,First_Time,0.0,8.43,544,32,342
32,319164.0,1.46,Far,drip,670,0,58400.0,Seeds_Fertilizers,Long_Term,Owned,First_Time,49932.0,5.83,585,31,332
39,327600.0,1.75,Near_City,canal,560,1,140000.0,Equipment_Purchase,Short_Term,Leased,First_Time,0.0,6.64,251,27,253
38,700284.0,4.67,Far,borewell,640,2,186800.0,Borewell_Installation,Short_Term,Owned,First_Time,159714.0,7.74,582,8,99
33,335026.0,1.82,Far,drip,420,3,72800.0,Crop_Cultivation,Long_Term,Owned,First_Time,0.0,7.23,658,9,223
31,810575.0,6.25,Near_Village,rainfed,710,1,375000.0,Seeds_Fertilizers,Long_Term,Leased,First_Time,0.0,7.89,301,15,160
41,455420.0,3.09,Near_Village,canal,690,1,185400.0,Seeds_Fertilizers,Long_Term,Owned,First_Time,158517.0,8.15,387,11,134
64,1017188.0,7.39,Far,drip,720,2,295600.0,Equipment_Purchase,Short_Term,Owned,Repeat,274021.2,6.69,335,48,358
53,319139.0,2.0,Near_City,canal,560,2,160000.0,Crop_Cultivation,Short_Term,Leased,Repeat,0.0,6.67,293,49,117
34,828178.0,6.01,Near_City,borewell,710,1,480800.0,Crop_Cultivation,Long_Term,Leased,First_Time,0.0,6.06,586,16,94
49,575119.0,4.12,Near_Village,canal,510,3,247200.0,Irrigation_Setup,Short_Term,Leased,Repeat,0.0,8.02,282,31,120
39,361597.0,2.24,Near_City,rainfed,630,0,179200.0,Seeds_Fertilizers,Short_Term,Leased,First_Time,0.0,5.86,418,29,270
52,665305.0,4.96,Near_Village,drip,730,0,297600.0,Borewell_Installation,Short_Term,Leased,First_Time,0.0,7.82,383,17,262
27,559564.0,3.96,Far,rainfed,710,0,158400.0,Borewell_Installation,Long_Term,Owned,First_Time,135432.0,7.16,218,36,194
54,413541.0,2.96,Near_City,rainfed,630,1,236800.0,Crop_Cultivation,Short_Term,Leased,First_Time,0.0,6.68,165,49,74
32,544479.0,3.85,Far,canal,510,3,154000.0,Irrigation_Setup,Long_Term,Leased,Repeat,0.0,5.98,156,21,73
48,302680.0,1.34,Near_Village,canal,460,2,80400.0,Borewell_Installation,Short_Term,Leased,First_Time,0.0,7.66,451,31,300
50,637609.0,4.16,Near_Village,borewell,790,0,249600.0,Seeds_Fertilizers,Long_Term,Owned,First_Time,213408.0,7.34,232,48,242
25,1083449.0,7.84,Near_City,rainfed,720,2,627200.0,Crop_Cultivation,Long_Term,Owned,Repeat,581414.4,7.86,252,26,133
26,1038120.0,7.94,Near_City,rainfed,820,1,635200.0,Borewell_Installation,Short_Term,Owned,Repeat,600264.0,7.8,400,38,277
38,276998.0,1.29,Near_City,rainfed,700,1,103200.0,Borewell_Installation,Long_Term,Owned,Repeat,95666.4,6.93,201,41,373
65,973790.0,6.94,Far,borewell,540,3,277600.0,Equipment_Purchase,Long_Term,Owned,First_Time,0.0,5.78,327,7,93
36,764153.0,5.32,Near_City,borewell,710,1,425600.0,Borewell_Installation,Short_Term,Leased,First_Time,0.0,8.1,528,22,202
31,705573.0,5.22,Near_Village,borewell,570,3,313200.0,Irrigation_Setup,Long_Term,Owned,First_Time,0.0,8.18,463,14,394
59,228901.0,0.98,Near_Village,borewell,380,2,58800.0,Borewell_Installation,Long_Term,Leased,First_Time,0.0,7.62,194,17,88
49,810327.0,5.74,Far,drip,670,2,229600.0,Equipment_Purchase,Long_Term,Owned,First_Time,196308.0,6.65,699,24,306
27,206731.0,1.29,Near_Village,rainfed,480,1,77400.0,Equipment_Purchase,Long_Term,Leased,First_Time,0.0,5.61,104,15,163
31,1004962.0,7.94,Far,drip,670,2,317600.0,Borewell_Installation,Long_Term,Owned,First_Time,271548.0,5.84,158,23,260
55,976838.0,7.46,Near_City,canal,760,0,596800.0,Equipment_Purchase,Short_Term,Leased,First_Time,0.0,8.14,694,34,166
29,943581.0,6.99,Far,rainfed,790,0,279600.0,Irrigation_Setup,Long_Term,Owned,First_Time,239058.0,7.32,320,33,157
48,871407.0,6.46,Near_Village,drip,510,3,387600.0,Crop_Cultivation,Long_Term,Leased,First_Time,0.0,5.57,428,48,55
37,776421.0,5.77,Near_Village,canal,510,3,346200.0,Equipment_Purchase,Short_Term,Leased,First_Time,0.0,8.15,463,14,246
59,1043244.0,7.66,Far,drip,540,3,306400.0,Equipment_Purchase,Long_Term,Owned,First_Time,0.0,6.29,545,21,355
30,807592.0,6.22,Near_Village,drip,820,0,373200.0,Equipment_Purchase,Short_Term,Owned,First_Time,319086.0,6.12,350,33,148
26,148066.0,0.74,Far,rainfed,560,1,29600.0,Irrigation_Setup,Short_Term,Leased,Repeat,0.0,8.26,136,5,68
62,677853.0,4.55,Far,borewell,710,1,182000.0,Seeds_Fertilizers,Long_Term,Owned,First_Time,155610.0,6.16,182,25,106
64,754319.0,5.56,Near_City,canal,660,2,444800.0,Equipment_Purchase,Long_Term,Leased,Repeat,0.0,6.39,404,44,235
55,971938.0,7.6,Near_Village,drip,790,1,456000.0,Equipment_Purchase,Long_Term,Leased,Repeat,0.0,8.41,173,13,349
54,419465.0,2.84,Near_Village,drip,530,2,170400.0,Seeds_Fertilizers,Short_Term,Leased,First_Time,0.0,5.68,562,26,215
55,500295.0,3.72,Far,rainfed,430,3,148800.0,Crop_Cultivation,Short_Term,Leased,First_Time,0.0,6.14,326,36,126
59,573949.0,4.19,Near_Village,borewell,710,0,251400.0,Seeds_Fertilizers,Short_Term,Owned,First_Time,214947.0,6.5,350,10,66
38,445357.0,2.87,Far,borewell,490,3,114800.0,Irrigation_Setup,Short_Term,Owned,First_Time,0.0,5.95,678,13,101
35,330117.0,1.78,Near_Village,borewell,560,1,106800.0,Seeds_Fertilizers,Long_Term,Leased,First_Time,0.0,6.92,512,39,103
43,393591.0,2.68,Near_Village,rainfed,640,1,160800.0,Borewell_Installation,Long_Term,Owned,First_Time,137484.0,5.69,262,14,326
33,201024.0,0.94,Near_Village,rainfed,620,0,56400.0,Borewell_Installation,Short_Term,Owned,First_Time,48222.0,6.61,333,18,116
55,945982.0,7.36,Near_Village,drip,570,3,441600.0,Borewell_Installation,Short_Term,Owned,First_Time,0.0,7.26,387,10,81
56,326213.0,1.77,Far,borewell,590,1,70800.0,Irrigation_Setup,Long_Term,Owned,First_Time,0.0,5.77,663,17,357
59,1033756.0,7.59,Near_Village,borewell,730,0,455400.0,Borewell_Installation,Long_Term,Leased,First_Time,0.0,7.25,127,23,334
43,909218.0,6.6,Near_City,rainfed,610,2,528000.0,Borewell_Installation,Long_Term,Leased,First_Time,0.0,8.07,600,41,255
46,282565.0,1.18,Far,borewell,360,3,47200.0,Borewell_Installation,Long_Term,Leased,First_Time,0.0,7.64,632,14,90
41,177444.0,0.91,Near_City,drip,510,1,72800.0,Borewell_Installation,Long_Term,Leased,First_Time,0.0,6.24,467,41,210
46,621581.0,4.04,Far,canal,740,1,161600.0,Seeds_Fertilizers,Long_Term,Owned,First_Time,138168.0,7.22,236,37,176
35,940410.0,7.15,Near_City,rainfed,610,2,572000.0,Equipment_Purchase,Long_Term,Leased,First_Time,0.0,6.28,165,19,67
25,549158.0,3.9,Near_Village,rainfed,500,2,234000.0,Irrigation_Setup,Long_Term,Leased,First_Time,0.0,8.44,538,36,200
64,473619.0,3.31,Far,rainfed,790,0,132400.0,Irrigation_Setup,Long_Term,Owned,Repeat,125118.0,5.57,668,40,351
50,516259.0,3.7,Near_Village,canal,680,0,222000.0,Irrigation_Setup,Short_Term,Leased,First_Time,0.0,5.63,649,29,90
64,1059554.0,7.72,Near_City,drip,850,0,617600.0,Seeds_Fertilizers,Long_Term,Owned,Repeat,583632.0,6.51,486,29,69
47,386133.0,2.78,Near_City,rainfed,710,0,222400.0,Borewell_Installation,Long_Term,Leased,Repeat,0.0,8.29,589,49,86
45,826193.0,6.11,Near_Village,canal,670,2,366600.0,Borewell_Installation,Short_Term,Owned,First_Time,313443.0,6.64,462,22,52
50,164822.0,0.75,Near_City,rainfed,640,0,60000.0,Crop_Cultivation,Long_Term,Leased,Repeat,0.0,6.4,236,36,92
51,755853.0,5.16,Far,borewell,610,2,206400.0,Irrigation_Setup,Short_Term,Leased,First_Time,0.0,6.78,444,40,122
41,337437.0,2.22,Far,borewell,620,2,88800.0,Borewell_Installation,Short_Term,Owned,Repeat,79920.0,5.55,661,35,181
29,991413.0,7.1,Near_City,canal,560,3,568000.0,Seeds_Fertilizers,Short_Term,Leased,Repeat,0.0,6.2,371,31,382
62,1052274.0,7.8,Near_City,drip,810,0,624000.0,Borewell_Installation,Long_Term,Leased,Repeat,0.0,6.18,183,45,84
45,328457.0,1.96,Near_Village,drip,750,0,117600.0,Irrigation_Setup,Long_Term,Owned,Repeat,109015.2,7.14,371,43,104
61,666621.0,4.62,Far,drip,610,2,184800.0,Irrigation_Setup,Short_Term,Owned,First_Time,0.0,5.65,628,21,69
57,867077.0,6.24,Near_Village,drip,480,3,374400.0,Irrigation_Setup,Short_Term,Leased,First_Time,0.0,7.77,651,9,320
65,886332.0,6.46,Far,rainfed,640,2,258400.0,Irrigation_Setup,Long_Term,Owned,First_Time,220932.0,7.54,548,23,120
44,195468.0,1.12,Near_City,canal,410,2,89600.0,Seeds_Fertilizers,Long_Term,Leased,First_Time,0.0,6.7,143,45,319
47,903460.0,6.62,Near_Village,drip,760,0,397200.0,Borewell_Installation,Short_Term,Leased,First_Time,0.0,7.84,247,13,391
62,337889.0,1.62,Near_City,canal,410,3,129600.0,Seeds_Fertilizers,Short_Term,Leased,Repeat,0.0,5.52,531,40,266
51,187915.0,0.79,Far,canal,590,1,31600.0,Seeds_Fertilizers,Short_Term,Leased,Repeat,0.0,6.28,155,33,97
59,337037.0,2.08,Far,rainfed,740,0,83200.0,Equipment_Purchase,Short_Term,Owned,Repeat,77126.4,7.4,404,36,308
61,754015.0,5.64,Far,rainfed,810,0,225600.0,Irrigation_Setup,Long_Term,Leased,Repeat,0.0,6.73,196,6,372
41,565144.0,4.25,Near_Village,borewell,740,0,255000.0,Crop_Cultivation,Short_Term,Owned,First_Time,218025.0,7.96,681,13,332
26,328462.0,2.04,Near_City,drip,490,3,163200.0,Crop_Cultivation,Long_Term,Owned,Repeat,0.0,6.05,305,17,303
44,735661.0,5.71,Far,borewell,790,1,228400.0,Irrigation_Setup,Long_Term,Leased,Repeat,0.0,8.5,245,14,124
34,934989.0,6.98,Far,rainfed,820,0,279200.0,Crop_Cultivation,Short_Term,Owned,First_Time,238716.0,7.81,674,32,250
48,307637.0,2.02,Near_Village,rainfed,710,0,121200.0,Borewell_Installation,Long_Term,Leased,Repeat,0.0,7.86,268,5,145
49,275148.0,1.75,Near_City,rainfed,610,0,140000.0,Crop_Cultivation,Short_Term,Leased,First_Time,0.0,8.45,334,42,167
53,589080.0,3.96,Near_Village,drip,630,1,237600.0,Equipment_Purchase,Long_Term,Leased,First_Time,0.0,7.78,302,40,330
45,154144.0,0.57,Far,borewell,510,1,22800.0,Seeds_Fertilizers,Short_Term,Leased,First_Time,0.0,8.38,630,48,144
63,572508.0,4.24,Near_City,drip,730,0,339200.0,Crop_Cultivation,Short_Term,Leased,Repeat,0.0,7.58,307,32,399
44,294338.0,1.3,Near_Village,drip,500,3,78000.0,Borewell_Installation,Short_Term,Owned,Repeat,0.0,6.83,688,37,124
37,1015165.0,7.65,Near_City,drip,710,1,612000.0,Borewell_Installation,Long_Term,Leased,First_Time,0.0,5.91,394,16,144
48,956132.0,7.41,Far,borewell,790,1,296400.0,Crop_Cultivation,Short_Term,Leased,Repeat,0.0,5.55,384,19,126
45,356215.0,1.93,Near_Village,canal,690,0,115800.0,Crop_Cultivation,Long_Term,Leased,Repeat,0.0,7.24,242,45,131
56,163392.0,0.94,Far,canal,590,0,37600.0,Equipment_Purchase,Long_Term,Owned,First_Time,0.0,6.38,168,31,175
65,832953.0,6.21,Far,drip,480,3,248400.0,Crop_Cultivation,Short_Term,Leased,First_Time,0.0,5.74,470,12,309
33,188909.0,1.0,Near_City,borewell,390,3,80000.0,Borewell_Installation,Long_Term,Leased,Repeat,0.0,6.22,118,25,225
30,234828.0,0.8,Near_City,canal,450,3,64000.0,Equipment_Purchase,Long_Term,Owned,Repeat,0.0,7.02,587,45,156
46,782101.0,5.81,Far,drip,850,1,232400.0,Seeds_Fertilizers,Short_Term,Owned,Repeat,219618.0,6.49,258,32,295
31,622836.0,3.95,Near_City,drip,820,1,316000.0,Borewell_Installation,Short_Term,Owned,Repeat,298620.0,6.9,661,20,250
27,602402.0,3.99,Near_City,canal,450,3,319200.0,Seeds_Fertilizers,Short_Term,Leased,First_Time,0.0,7.74,691,7,366
65,985701.0,7.29,Far,canal,620,3,291600.0,Equipment_Purchase,Short_Term,Owned,Repeat,0.0,7.6,135,28,208
55,162992.0,0.67,Near_Village,rainfed,700,0,40200.0,Irrigation_Setup,Long_Term,Owned,Repeat,37265.4,7.49,101,22,220
48,518354.0,3.07,Far,drip,670,2,122800.0,Seeds_Fertilizers,Short_Term,Owned,Repeat,110520.0,6.07,364,12,347
33,413972.0,3.03,Near_Village,canal,690,1,181800.0,Irrigation_Setup,Short_Term,Owned,First_Time,155439.0,5.81,674,32,172
51,411366.0,2.42,Near_Village,borewell,680,0,145200.0,Borewell_Installation,Long_Term,Leased,First_Time,0.0,5.58,177,21,271
45,763561.0,5.71,Near_City,drip,840,0,456800.0,Crop_Cultivation,Short_Term,Leased,Repeat,0.0,6.4,518,22,72
38,149588.0,0.77,Near_City,borewell,510,1,61600.0,Equipment_Purchase,Short_Term,Leased,First_Time,0.0,6.96,222,43,246
58,961733.0,7.42,Near_Village,canal,480,3,445200.0,Equipment_Purchase,Long_Term,Leased,First_Time,0.0,7.2,594,15,206
47,315237.0,1.89,Near_Village,drip,540,2,113400.0,Irrigation_Setup,Long_Term,Leased,Repeat,0.0,7.92,526,9,324
44,1029528.0,7.77,Far,drip,670,2,310800.0,Crop_Cultivation,Short_Term,Owned,First_Time,265734.0,6.85,586,23,300
51,860404.0,6.69,Near_Village,canal,790,1,401400.0,Seeds_Fertilizers,Short_Term,Leased,Repeat,0.0,6.83,424,33,325
64,999006.0,7.71,Near_Village,rainfed,850,0,462600.0,Equipment_Purchase,Long_Term,Owned,Repeat,437157.0,7.32,209,13,359
39,745597.0,5.48,Near_Village,drip,710,1,328800.0,Crop_Cultivation,Short_Term,Leased,First_Time,0.0,5.86,544,31,302
62,414595.0,2.34,Near_Village,rainfed,680,1,140400.0,Seeds_Fertilizers,Short_Term,Leased,Repeat,0.0,5.74,630,18,69
47,301778.0,2.03,Far,rainfed,480,2,81200.0,Irrigation_Setup,Long_Term,Leased,First_Time,0.0,7.5,157,44,397
52,443259.0,2.9,Far,rainfed,430,3,116000.0,Equipment_Purchase,Long_Term,Leased,First_Time,0.0,7.76,202,26,399
65,937171.0,7.1,Far,rainfed,730,0,284000.0,Seeds_Fertilizers,Long_Term,Leased,First_Time,0.0,8.35,469,22,189
44,724657.0,5.28,Near_City,rainfed,650,3,422400.0,Irrigation_Setup,Short_Term,Owned,Repeat,0.0,6.22,236,48,239
26,434792.0,2.88,Near_City,canal,640,2,230400.0,Equipment_Purchase,Short_Term,Owned,Repeat,207360.0,8.43,225,14,316
65,609206.0,4.59,Far,drip,450,3,183600.0,Crop_Cultivation,Short_Term,Leased,First_Time,0.0,7.98,283,26,162
56,241255.0,1.04,Far,rainfed,420,3,41600.0,Crop_Cultivation,Short_Term,Owned,Repeat,0.0,6.43,609,16,162
38,736258.0,5.31,Near_Village,rainfed,610,2,318600.0,Seeds_Fertilizers,Short_Term,Leased,First_Time,0.0,7.99,143,44,177
65,930744.0,7.07,Near_City,drip,560,3,565600.0,Irrigation_Setup,Short_Term,Leased,Repeat,0.0,6.68,214,45,342
46,873880.0,6.23,Near_Village,rainfed,760,0,373800.0,Borewell_Installation,Long_Term,Leased,First_Time,0.0,5.8,116,27,237
25,777376.0,5.69,Far,rainfed,790,0,227600.0,Crop_Cultivation,Long_Term,Owned,First_Time,194598.0,5.87,502,17,228
48,725301.0,5.18,Near_City,rainfed,850,0,414400.0,Seeds_Fertilizers,Long_Term,Owned,Repeat,391608.0,8.22,442,35,285
38,1012739.0,7.95,Near_City,rainfed,760,0,636000.0,Crop_Cultivation,Long_Term,Leased,First_Time,0.0,7.49,326,13,129
29,585420.0,4.44,Near_Village,drip,790,0,266400.0,Borewell_Installation,Long_Term,Owned,Repeat,251748.0,8.14,168,44,205
45,419512.0,2.76,Near_Village,rainfed,820,0,165600.0,Seeds_Fertilizers,Short_Term,Owned,Repeat,156492.0,6.14,443,28,162
25,1017629.0,7.69,Far,drip,580,2,307600.0,Crop_Cultivation,Short_Term,Leased,First_Time,0.0,6.92,463,16,103
42,757948.0,5.69,Near_Village,canal,650,3,341400.0,Crop_Cultivation,Long_Term,Owned,Repeat,0.0,6.7,666,41,146
51,620731.0,4.61,Near_City,borewell,720,2,368800.0,Seeds_Fertilizers,Long_Term,Owned,Repeat,341877.6,6.15,589,9,250
53,814922.0,6.23,Near_Village,canal,670,2,373800.0,Equipment_Purchase,Long_Term,Owned,First_Time,319599.0,5.86,122,42,208
55,1036007.0,7.85,Far,rainfed,760,0,314000.0,Irrigation_Setup,Long_Term,Leased,First_Time,0.0,6.77,564,33,175
36,572078.0,3.87,Near_City,canal,670,2,309600.0,Equipment_Purchase,Short_Term,Owned,Repeat,278640.0,7.97,361,23,98
34,263988.0,0.99,Near_City,rainfed,360,3,79200.0,Seeds_Fertilizers,Long_Term,Leased,First_Time,0.0,7.24,685,46,90
56,232424.0,1.27,Far,canal,380,2,50800.0,Irrigation_Setup,Long_Term,Leased,First_Time,0.0,6.11,151,36,115
54,1017340.0,7.88,Near_Village,canal,510,3,472800.0,Seeds_Fertilizers,Long_Term,Leased,First_Time,0.0,7.26,454,6,319
35,1001446.0,7.23,Near_City,borewell,790,1,578400.0,Irrigation_Setup,Long_Term,Leased,Repeat,0.0,6.03,420,21,356
62,185187.0,0.55,Near_City,canal,670,0,44000.0,Seeds_Fertilizers,Long_Term,Owned,Repeat,39600.0,8.06,224,21,122
56,766800.0,5.96,Near_City,rainfed,850,0,476800.0,Seeds_Fertilizers,Short_Term,Owned,Repeat,450576.0,7.93,698,19,124
38,754081.0,5.46,Near_Village,borewell,850,1,327600.0,Borewell_Installation,Long_Term,Owned,Repeat,309582.0,7.88,267,13,145
38,482290.0,3.19,Near_City,rainfed,670,2,255200.0,Irrigation_Setup,Short_Term,Owned,Repeat,229680.0,6.09,471,45,184
42,757041.0,5.3,Near_City,canal,650,3,424000.0,Borewell_Installation,Long_Term,Owned,Repeat,0.0,5.69,141,33,177
45,942073.0,6.89,Near_City,canal,750,2,551200.0,Equipment_Purchase,Short_Term,Owned,Repeat,510962.4,5.72,558,13,176
56,932890.0,6.9,Far,rainfed,820,1,276000.0,Crop_Cultivation,Long_Term,Owned,Repeat,260820.0,7.43,254,22,296
40,891692.0,6.6,Near_City,borewell,760,0,528000.0,Crop_Cultivation,Long_Term,Leased,First_Time,0.0,6.17,292,44,70
57,268942.0,1.79,Far,drip,570,2,71600.0,Equipment_Purchase,Short_Term,Owned,Repeat,0.0,8.16,151,29,340
