Age_of_Farmer,Annual_Income,Land_Size_Acres,Land_Location,Soil_Quality,Irrigation_Facility,Credit_Score,Existing_Loans,Requested_Loan_Amount,Loan_Purpose,Loan_Type,Land_Ownership,Loan_History,Approved_Loan_Amount
40,222341.0,1.38,Near_City,6,canal,650,1,110400.0,Irrigation_Setup,Long_Term,Owned,Repeat,99360.0
40,549334.0,4.01,Near_Village,7,drip,670,2,240600.0,Seeds_Fertilizers,Long_Term,Owned,Repeat,216540.0
32,436000.0,2.92,Near_City,6,borewell,710,1,233600.0,Seeds_Fertilizers,Long_Term,Leased,Repeat,0.0
53,877578.0,6.23,Near_City,6,rainfed,760,0,498400.0,Equipment_Purchase,Short_Term,Leased,First_Time,0.0
43,1037666.0,7.9,Far,7,rainfed,650,3,316000.0,Irrigation_Setup,Short_Term,Owned,Repeat,0.0
38,172233.0,0.63,Far,5,rainfed,470,2,25200.0,Borewell_Installation,Short_Term,Owned,First_Time,0.0
65,510916.0,3.07,Far,8,drip,730,0,122800.0,Seeds_Fertilizers,Long_Term,Leased,Repeat,0.0
37,449015.0,2.97,Far,7,canal,690,1,118800.0,Borewell_Installation,Short_Term,Owned,First_Time,101574.0
44,617368.0,4.34,Near_Village,10,rainfed,560,3,260400.0,Borewell_Installation,Short_Term,Leased,Repeat,0.0
53,558961.0,3.92,Far,6,rainfed,770,1,156800.0,Crop_Cultivation,Long_Term,Owned,Repeat,148176.0
52,429521.0,2.66,Near_City,6,borewell,610,2,212800.0,Crop_Cultivation,Short_Term,Leased,Repeat,0.0
57,318447.0,2.03,Near_Village,7,borewell,350,3,121800.0,Seeds_Fertilizers,Short_Term,Leased,First_Time,0.0
42,677786.0,4.78,Near_Village,5,borewell,580,2,286800.0,Seeds_Fertilizers,Long_Term,Leased,First_Time,0.0
44,310792.0,1.75,Near_City,10,borewell,360,3,140000.0,Equipment_Purchase,Long_Term,Leased,First_Time,0.0
56,564900.0,3.64,Far,8,drip,640,2,145600.0,Irrigation_Setup,Long_Term,Owned,Repeat,131040.0
37,174071.0,0.54,Near_City,10,rainfed,570,1,43200.0,Seeds_Fertilizers,Long_Term,Owned,First_Time,0.0
51,725679.0,5.5,Near_Village,5,drip,750,2,330000.0,Borewell_Installation,Long_Term,Owned,Repeat,305910.0
44,823409.0,6.01,Near_Village,8,borewell,760,0,360600.0,Seeds_Fertilizers,Long_Term,Leased,First_Time,0.0
26,887019.0,6.64,Far,6,rainfed,480,3,265600.0,Borewell_Installation,Long_Term,Leased,First_Time,0.0
30,883907.0,6.15,Far,8,drip,670,2,246000.0,Borewell_Installation,Short_Term,Owned,First_Time,210330.0
46,975188.0,7.65,Near_Village,9,borewell,670,2,459000.0,Crop_Cultivation,Long_Term,Owned,First_Time,392445.0
39,370013.0,2.64,Far,8,borewell,580,1,105600.0,Crop_Cultivation,Short_Term,Leased,First_Time,0.0
33,984508.0,7.28,Far,10,canal,670,2,291200.0,Crop_Cultivation,Short_Term,Owned,First_Time,248976.0
37,164636.0,0.84,Near_City,6,canal,510,1,67200.0,Seeds_Fertilizers,Short_Term,Leased,First_Time,0.0
32,1043859.0,7.68,Far,9,drip,650,3,307200.0,Seeds_Fertilizers,Long_Term,Owned,Repeat,0.0
54,539346.0,3.43,Near_Village,9,rainfed,490,3,205800.0,Crop_Cultivation,Long_Term,Owned,First_Time,0.0
49,873888.0,6.57,Near_Village,7,borewell,690,2,394200.0,Equipment_Purchase,Long_Term,Leased,Repeat,0.0
37,150110.0,0.68,Near_Village,6,borewell,700,0,40800.0,Equipment_Purchase,Long_Term,Owned,Repeat,37821.6
62,648678.0,4.35,Near_City,6,borewell,760,0,348000.0,Borewell_Installation,Long_Term,Owned,First_Time,297540.0
43,921571.0,7.24,Far,10,borewell,820,0,289600.0,Irrigation_Setup,Long_Term,Owned,First_Time,247608.0
25,1021490.0,7.99,Near_Village,9,canal,720,2,479400.0,Equipment_Purchase,Short_Term,Owned,Repeat,444403.8
62,348365.0,1.75,Far,10,borewell,430,2,70000.0,Equipment_Purchase,Short_Term,Leased,First_Time,0.0
49,673293.0,4.94,Far,8,rainfed,850,0,197600.0,Borewell_Installation,Long_Term,Owned,Repeat,186732.0
57,257460.0,1.28,Near_Village,5,canal,570,2,76800.0,Crop_Cultivation,Short_Term,Owned,Repeat,0.0
36,494166.0,3.61,Far,7,canal,670,2,144400.0,Seeds_Fertilizers,Long_Term,Owned,Repeat,129960.0
39,455965.0,2.86,Far,5,borewell,610,2,114400.0,Equipment_Purchase,Long_Term,Leased,Repeat,0.0
31,918742.0,6.67,Near_City,10,borewell,850,0,533600.0,Crop_Cultivation,Short_Term,Owned,Repeat,504252.0
46,777129.0,5.64,Near_City,9,canal,850,0,451200.0,Crop_Cultivation,Short_Term,Owned,Repeat,426384.0
37,834278.0,6.24,Near_Village,6,canal,570,3,374400.0,Borewell_Installation,Short_Term,Owned,First_Time,0.0
28,643741.0,4.53,Near_City,10,rainfed,530,3,362400.0,Seeds_Fertilizers,Short_Term,Leased,Repeat,0.0
50,166148.0,0.87,Near_Village,5,drip,590,1,52200.0,Irrigation_Setup,Long_Term,Leased,Repeat,0.0
59,181254.0,1.08,Far,6,rainfed,300,3,43200.0,Irrigation_Setup,Short_Term,Leased,First_Time,0.0
41,628589.0,4.06,Near_City,10,borewell,740,1,324800.0,Crop_Cultivation,Short_Term,Owned,First_Time,277704.0
57,316042.0,1.8,Far,5,canal,610,1,72000.0,Crop_Cultivation,Long_Term,Leased,Repeat,0.0
61,603574.0,3.98,Far,9,canal,690,2,159200.0,Borewell_Installation,Long_Term,Owned,Repeat,147578.4
26,803219.0,6.21,Near_City,9,drip,680,1,496800.0,Seeds_Fertilizers,Long_Term,Leased,First_Time,0.0
41,254743.0,1.28,Near_Village,5,borewell,690,0,76800.0,Seeds_Fertilizers,Short_Term,Leased,Repeat,0.0
29,630055.0,4.08,Near_Village,10,borewell,530,3,244800.0,Borewell_Installation,Long_Term,Leased,Repeat,0.0
59,787264.0,5.56,Near_City,10,borewell,540,3,444800.0,Seeds_Fertilizers,Long_Term,Owned,First_Time,0.0
49,675681.0,4.81,Far,6,rainfed,720,2,192400.0,Equipment_Purchase,Long_Term,Owned,Repeat,178354.8
44,578816.0,4.24,Near_Village,6,borewell,770,1,254400.0,Borewell_Installation,Long_Term,Owned,Repeat,240408.0
62,186148.0,1.06,Near_City,10,canal,440,2,84800.0,Crop_Cultivation,Long_Term,Owned,First_Time,0.0
26,257830.0,0.97,Near_City,10,drip,390,3,77600.0,Seeds_Fertilizers,Long_Term,Owned,First_Time,0.0
59,887101.0,6.45,Far,9,rainfed,720,2,258000.0,Borewell_Installation,Long_Term,Owned,Repeat,239166.0
48,823206.0,5.7,Near_City,6,drip,510,3,456000.0,Equipment_Purchase,Long_Term,Leased,First_Time,0.0
52,412795.0,2.87,Near_Village,8,drip,590,2,172200.0,Irrigation_Setup,Short_Term,Owned,First_Time,0.0
56,189895.0,0.63,Far,10,borewell,460,2,25200.0,Borewell_Installation,Short_Term,Leased,Repeat,0.0
65,650647.0,4.92,Near_City,8,rainfed,630,2,393600.0,Seeds_Fertilizers,Long_Term,Leased,Repeat,0.0
47,201257.0,0.71,Far,6,rainfed,410,2,28400.0,Borewell_Installation,Short_Term,Leased,First_Time,0.0
52,735909.0,5.54,Far,10,rainfed,760,0,221600.0,Equipment_Purchase,Short_Term,Leased,First_Time,0.0
62,681104.0,5.02,Far,8,canal,740,1,200800.0,Crop_Cultivation,Short_Term,Owned,First_Time,171684.0
59,663979.0,4.74,Near_City,5,borewell,780,0,379200.0,Crop_Cultivation,Short_Term,Leased,Repeat,0.0
60,484840.0,2.82,Far,10,borewell,580,2,112800.0,Crop_Cultivation,Long_Term,Leased,Repeat,0.0
25,332616.0,1.61,Near_Village,8,drip,640,0,96600.0,Borewell_Installation,Long_Term,Owned,First_Time,82593.0
54,840778.0,6.02,Far,5,canal,770,1,240800.0,Irrigation_Setup,Short_Term,Owned,First_Time,205884.0
42,679412.0,4.48,Far,6,drip,620,3,179200.0,Borewell_Installation,Long_Term,Owned,Repeat,0.0
37,554228.0,3.42,Near_Village,10,drip,570,3,205200.0,Irrigation_Setup,Long_Term,Owned,Repeat,0.0
61,834029.0,5.8,Far,6,drip,730,0,232000.0,Equipment_Purchase,Long_Term,Leased,First_Time,0.0
65,353803.0,2.49,Far,6,canal,690,1,99600.0,Irrigation_Setup,Long_Term,Owned,Repeat,92329.2
55,471521.0,3.03,Near_Village,5,canal,770,1,181800.0,Equipment_Purchase,Long_Term,Owned,Repeat,171801.0
62,811840.0,5.87,Near_City,5,rainfed,730,0,469600.0,Borewell_Installation,Short_Term,Leased,First_Time,0.0
42,935965.0,6.78,Near_City,7,rainfed,760,0,542400.0,Seeds_Fertilizers,Long_Term,Leased,First_Time,0.0
36,690889.0,4.59,Near_City,7,borewell,560,3,367200.0,Seeds_Fertilizers,Long_Term,Leased,Repeat,0.0
37,892139.0,6.47,Near_Village,6,rainfed,770,1,388200.0,Irrigation_Setup,Short_Term,Owned,First_Time,331911.0
25,405039.0,2.31,Near_Village,7,canal,560,2,138600.0,Seeds_Fertilizers,Short_Term,Owned,First_Time,0.0
63,549105.0,3.4,Near_Village,5,drip,660,1,204000.0,Crop_Cultivation,Long_Term,Owned,First_Time,174420.0
61,737809.0,5.08,Far,10,canal,480,3,203200.0,Irrigation_Setup,Short_Term,Leased,First_Time,0.0
61,535648.0,3.29,Near_City,5,rainfed,580,2,263200.0,Irrigation_Setup,Short_Term,Leased,Repeat,0.0
50,233054.0,1.5,Near_City,10,borewell,640,0,120000.0,Equipment_Purchase,Long_Term,Leased,Repeat,0.0
26,882669.0,6.53,Near_Village,7,canal,640,2,391800.0,Irrigation_Setup,Long_Term,Owned,First_Time,334989.0
53,958253.0,7.22,Near_Village,7,drip,850,1,433200.0,Crop_Cultivation,Short_Term,Owned,Repeat,409374.0
36,934557.0,6.67,Far,6,borewell,770,1,266800.0,Irrigation_Setup,Short_Term,Owned,First_Time,228114.0
50,760852.0,5.77,Near_City,10,drip,760,0,461600.0,Seeds_Fertilizers,Short_Term,Leased,First_Time,0.0
39,764672.0,5.36,Near_Village,7,drip,590,3,321600.0,Borewell_Installation,Long_Term,Leased,Repeat,0.0
45,378736.0,2.03,Near_City,7,borewell,620,2,162400.0,Borewell_Installation,Long_Term,Owned,Repeat,146160.0
63,612356.0,4.31,Far,10,borewell,530,3,172400.0,Equipment_Purchase,Long_Term,Leased,Repeat,0.0
58,432828.0,3.04,Far,8,canal,640,2,121600.0,Equipment_Purchase,Short_Term,Owned,Repeat,109440.0
40,372863.0,2.49,Far,10,rainfed,480,2,99600.0,Crop_Cultivation,Long_Term,Leased,First_Time,0.0
58,633790.0,4.18,Near_City,7,borewell,590,3,334400.0,Irrigation_Setup,Long_Term,Owned,Repeat,0.0
29,442368.0,2.55,Far,8,drip,640,2,102000.0,Irrigation_Setup,Long_Term,Owned,Repeat,91800.0
26,337714.0,1.95,Far,9,drip,530,1,78000.0,Irrigation_Setup,Long_Term,Leased,First_Time,0.0
59,651920.0,4.29,Far,10,drip,550,2,171600.0,Seeds_Fertilizers,Short_Term,Leased,First_Time,0.0
45,576913.0,4.03,Near_Village,8,rainfed,760,0,241800.0,Irrigation_Setup,Short_Term,Leased,Repeat,0.0
30,597003.0,4.48,Near_Village,7,borewell,770,1,268800.0,Crop_Cultivation,Short_Term,Owned,Repeat,254016.0
39,764961.0,5.84,Near_City,10,drip,840,0,467200.0,Borewell_Installation,Long_Term,Leased,Repeat,0.0
65,342848.0,2.4,Near_Village,5,borewell,680,0,144000.0,Equipment_Purchase,Short_Term,Leased,Repeat,0.0
31,1103126.0,7.97,Far,7,canal,710,1,318800.0,Seeds_Fertilizers,Long_Term,Leased,First_Time,0.0
33,361439.0,2.47,Near_Village,7,canal,620,2,148200.0,Irrigation_Setup,Long_Term,Owned,Repeat,133380.0
40,243846.0,1.55,Near_City,6,drip,620,0,124000.0,Crop_Cultivation,Short_Term,Owned,First_Time,106020.0
42,683522.0,5.01,Near_City,5,canal,690,2,400800.0,Equipment_Purchase,Long_Term,Leased,Repeat,0.0
43,782511.0,5.65,Near_City,6,rainfed,820,0,452000.0,Seeds_Fertilizers,Short_Term,Owned,First_Time,386460.0
41,747310.0,5.18,Near_City,7,borewell,670,2,414400.0,Irrigation_Setup,Long_Term,Owned,First_Time,354312.0
54,919790.0,7.19,Far,7,canal,850,1,287600.0,Irrigation_Setup,Short_Term,Owned,Repeat,271782.0
41,936882.0,7.36,Near_Village,9,canal,840,0,441600.0,Borewell_Installation,Short_Term,Leased,Repeat,0.0
61,472037.0,2.73,Far,6,borewell,480,3,109200.0,Seeds_Fertilizers,Long_Term,Leased,Repeat,0.0
46,573161.0,4.27,Far,9,drip,530,2,170800.0,Equipment_Purchase,Long_Term,Leased,First_Time,0.0
34,841996.0,5.96,Far,7,rainfed,840,0,238400.0,Borewell_Installation,Short_Term,Leased,Repeat,0.0
40,825352.0,5.64,Near_City,9,borewell,820,0,451200.0,Seeds_Fertilizers,Short_Term,Owned,First_Time,385776.0
31,1037296.0,7.91,Far,10,canal,850,1,316400.0,Irrigation_Setup,Long_Term,Owned,Repeat,298998.0
49,761131.0,5.52,Near_City,6,drip,840,0,441600.0,Borewell_Installation,Long_Term,Leased,Repeat,0.0
29,762832.0,5.11,Near_City,6,rainfed,620,3,408800.0,Crop_Cultivation,Long_Term,Owned,Repeat,0.0
54,651738.0,4.32,Near_Village,6,rainfed,560,3,259200.0,Equipment_Purchase,Long_Term,Leased,Repeat,0.0
39,238135.0,1.08,Near_City,6,rainfed,510,1,86400.0,Borewell_Installation,Long_Term,Leased,First_Time,0.0
52,1054191.0,7.69,Near_Village,6,borewell,670,2,461400.0,Borewell_Installation,Long_Term,Owned,First_Time,394497.0
42,814250.0,6.22,Far,9,drip,770,1,248800.0,Seeds_Fertilizers,Long_Term,Owned,First_Time,212724.0
30,279427.0,1.62,Near_Village,9,rainfed,560,1,97200.0,Seeds_Fertilizers,Short_Term,Leased,First_Time,0.0
32,306435.0,1.46,Near_Village,8,borewell,440,3,87600.0,Irrigation_Setup,Short_Term,Leased,Repeat,0.0
36,897419.0,6.81,Near_Village,7,canal,570,3,408600.0,Equipment_Purchase,Long_Term,Owned,First_Time,0.0
32,496751.0,3.3,Far,8,drip,680,0,132000.0,Crop_Cultivation,Short_Term,Leased,First_Time,0.0
43,488496.0,2.88,Far,8,rainfed,530,2,115200.0,Irrigation_Setup,Long_Term,Leased,First_Time,0.0
31,886746.0,6.56,Far,5,rainfed,610,2,262400.0,Borewell_Installation,Long_Term,Leased,First_Time,0.0
37,763268.0,5.61,Far,8,canal,850,1,224400.0,Irrigation_Setup,Short_Term,Owned,Repeat,212058.0
36,266576.0,1.33,Near_City,6,rainfed,360,3,106400.0,Seeds_Fertilizers,Short_Term,Leased,First_Time,0.0
51,1045439.0,7.5,Far,10,canal,510,3,300000.0,Crop_Cultivation,Long_Term,Leased,First_Time,0.0
65,291772.0,1.38,Near_Village,10,canal,590,1,82800.0,Equipment_Purchase,Long_Term,Owned,First_Time,0.0
26,281554.0,1.79,Near_City,5,drip,640,0,143200.0,Crop_Cultivation,Short_Term,Owned,First_Time,122436.0
28,502155.0,3.19,Near_City,10,rainfed,600,1,255200.0,Borewell_Installation,Long_Term,Leased,First_Time,0.0
61,646825.0,4.46,Near_Village,8,drip,590,3,267600.0,Crop_Cultivation,Short_Term,Owned,Repeat,0.0
59,328081.0,1.86,Near_Village,7,borewell,720,0,111600.0,Irrigation_Setup,Short_Term,Owned,Repeat,103453.2
50,589075.0,4.36,Far,10,canal,430,3,174400.0,Crop_Cultivation,Short_Term,Leased,First_Time,0.0
52,144599.0,0.65,Near_Village,5,rainfed,410,2,39000.0,Equipment_Purchase,Short_Term,Leased,First_Time,0.0
54,872127.0,6.38,Near_City,10,canal,690,2,510400.0,Crop_Cultivation,Long_Term,Leased,Repeat,0.0
44,546822.0,3.36,Near_Village,8,drip,530,2,201600.0,Irrigation_Setup,Short_Term,Leased,First_Time,0.0
57,443434.0,2.79,Near_City,5,borewell,650,0,223200.0,Seeds_Fertilizers,Long_Term,Leased,First_Time,0.0
57,372902.0,2.53,Far,5,borewell,410,3,101200.0,Seeds_Fertilizers,Short_Term,Owned,First_Time,0.0
45,966460.0,6.85,Far,10,rainfed,570,3,274000.0,Irrigation_Setup,Short_Term,Owned,First_Time,0.0
40,411731.0,2.51,Near_City,5,canal,760,0,200800.0,Irrigation_Setup,Long_Term,Leased,Repeat,0.0
59,1024866.0,7.99,Near_Village,5,borewell,730,0,479400.0,Crop_Cultivation,Short_Term,Leased,First_Time,0.0
58,984211.0,7.23,Near_City,10,canal,820,1,578400.0,Borewell_Installation,Short_Term,Owned,Repeat,546588.0
30,451799.0,2.64,Near_City,8,drip,680,0,211200.0,Equipment_Purchase,Long_Term,Leased,First_Time,0.0
26,659990.0,4.28,Near_Village,8,canal,610,2,256800.0,Crop_Cultivation,Short_Term,Owned,First_Time,0.0
33,1041106.0,7.53,Near_Village,5,canal,670,2,451800.0,Irrigation_Setup,Long_Term,Owned,First_Time,386289.0
59,210281.0,1.16,Far,7,canal,590,0,46400.0,Borewell_Installation,Long_Term,Owned,First_Time,0.0
42,1010352.0,7.93,Near_Village,5,borewell,510,3,475800.0,Seeds_Fertilizers,Short_Term,Leased,First_Time,0.0
28,552394.0,3.67,Near_City,8,borewell,560,2,293600.0,Borewell_Installation,Long_Term,Owned,First_Time,0.0
30,730921.0,5.2,Far,6,drip,510,3,208000.0,Irrigation_Setup,Long_Term,Leased,First_Time,0.0
26,477802.0,2.76,Far,8,drip,560,2,110400.0,Irrigation_Setup,Long_Term,Owned,First_Time,0.0
60,306753.0,1.9,Far,6,borewell,660,0,76000.0,Irrigation_Setup,Long_Term,Leased,Repeat,0.0
48,650721.0,4.72,Near_City,5,drip,740,1,377600.0,Seeds_Fertilizers,Long_Term,Owned,First_Time,322848.0
33,632695.0,4.26,Far,8,borewell,560,3,170400.0,Crop_Cultivation,Long_Term,Leased,Repeat,0.0
52,360132.0,2.13,Near_Village,10,canal,440,3,127800.0,Equipment_Purchase,Short_Term,Owned,First_Time,0.0
61,937571.0,7.18,Far,10,rainfed,640,2,287200.0,Borewell_Installation,Short_Term,Owned,First_Time,245556.0
47,685445.0,4.51,Far,10,drip,480,3,180400.0,Seeds_Fertilizers,Long_Term,Leased,First_Time,0.0
27,625344.0,4.3,Near_Village,6,canal,650,1,258000.0,Crop_Cultivation,Short_Term,Leased,First_Time,0.0
53,652789.0,4.3,Near_City,7,borewell,820,1,344000.0,Seeds_Fertilizers,Short_Term,Owned,Repeat,325080.0
56,545475.0,3.89,Near_City,5,borewell,640,2,311200.0,Crop_Cultivation,Short_Term,Owned,Repeat,280080.0
56,397748.0,2.83,Near_Village,7,borewell,660,0,169800.0,Borewell_Installation,Long_Term,Owned,First_Time,145179.0
25,899452.0,7.07,Near_City,6,rainfed,820,1,565600.0,Crop_Cultivation,Long_Term,Owned,Repeat,534492.0
30,258490.0,1.2,Near_City,10,rainfed,600,2,96000.0,Borewell_Installation,Short_Term,Owned,Repeat,0.0
42,442715.0,2.66,Far,8,drip,610,2,106400.0,Irrigation_Setup,Short_Term,Leased,Repeat,0.0
61,916232.0,7.17,Near_Village,10,rainfed,560,3,430200.0,Equipment_Purchase,Long_Term,Leased,Repeat,0.0
65,1005600.0,7.72,Near_City,7,drip,790,0,617600.0,Borewell_Installation,Short_Term,Owned,First_Time,528048.0
33,917813.0,6.82,Near_Village,7,drip,570,3,409200.0,Borewell_Installation,Long_Term,Owned,First_Time,0.0
50,572030.0,3.59,Far,9,borewell,770,1,143600.0,Irrigation_Setup,Long_Term,Owned,Repeat,135702.0
47,577243.0,3.92,Near_Village,9,drip,510,3,235200.0,Irrigation_Setup,Long_Term,Leased,Repeat,0.0
55,327184.0,2.1,Far,10,borewell,380,3,84000.0,Equipment_Purchase,Short_Term,Leased,First_Time,0.0
40,877373.0,6.35,Near_City,6,rainfed,650,3,508000.0,Equipment_Purchase,Short_Term,Owned,Repeat,0.0
60,560395.0,4.25,Near_Village,8,borewell,680,1,255000.0,Borewell_Installation,Long_Term,Leased,Repeat,0.0
48,339586.0,1.67,Near_Village,6,rainfed,640,1,100200.0,Seeds_Fertilizers,Short_Term,Leased,Repeat,0.0
60,687812.0,4.88,Far,9,borewell,730,1,195200.0,Borewell_Installation,Long_Term,Leased,Repeat,0.0
64,807098.0,6.17,Near_City,9,rainfed,850,0,493600.0,Irrigation_Setup,Short_Term,Owned,Repeat,466452.0
30,421200.0,3.09,Near_Village,6,canal,760,0,185400.0,Borewell_Installation,Long_Term,Leased,Repeat,0.0
65,680707.0,4.59,Near_Village,9,drip,840,0,275400.0,Crop_Cultivation,Long_Term,Owned,Repeat,260253.0
45,911129.0,6.72,Near_Village,6,canal,510,3,403200.0,Equipment_Purchase,Short_Term,Leased,First_Time,0.0
34,685045.0,5.23,Far,8,drip,750,2,209200.0,Crop_Cultivation,Long_Term,Owned,Repeat,193928.4
40,253967.0,1.57,Near_City,7,drip,500,3,125600.0,Crop_Cultivation,Short_Term,Owned,Repeat,0.0
54,232206.0,1.33,Near_Village,7,rainfed,620,0,79800.0,Irrigation_Setup,Short_Term,Owned,First_Time,68229.0
31,1017084.0,7.94,Far,10,drip,690,2,317600.0,Crop_Cultivation,Short_Term,Leased,Repeat,0.0
65,238138.0,1.17,Near_City,7,borewell,460,2,93600.0,Crop_Cultivation,Long_Term,Leased,Repeat,0.0
44,502979.0,2.96,Near_City,6,rainfed,610,2,236800.0,Borewell_Installation,Short_Term,Leased,Repeat,0.0
64,255178.0,1.15,Far,8,drip,640,0,46000.0,Seeds_Fertilizers,Long_Term,Owned,First_Time,39330.0
44,609959.0,4.32,Near_Village,5,borewell,580,2,259200.0,Equipment_Purchase,Short_Term,Leased,First_Time,0.0
25,219089.0,0.98,Far,5,drip,480,1,39200.0,Irrigation_Setup,Long_Term,Leased,First_Time,0.0
52,706849.0,5.1,Far,10,drip,850,0,204000.0,Seeds_Fertilizers,Long_Term,Owned,Repeat,192780.0
42,690841.0,4.61,Near_Village,7,borewell,640,2,276600.0,Seeds_Fertilizers,Long_Term,Owned,First_Time,236493.0
47,818908.0,6.01,Near_City,9,canal,590,3,480800.0,Seeds_Fertilizers,Short_Term,Leased,Repeat,0.0
31,868264.0,6.35,Near_City,6,drip,820,0,508000.0,Crop_Cultivation,Long_Term,Owned,First_Time,434340.0
42,1038296.0,7.84,Near_City,9,canal,570,3,627200.0,Crop_Cultivation,Short_Term,Owned,First_Time,0.0
28,1022753.0,7.47,Near_City,8,rainfed,820,1,597600.0,Seeds_Fertilizers,Long_Term,Owned,Repeat,564732.0
33,911949.0,7.03,Near_Village,7,drip,760,0,421800.0,Crop_Cultivation,Short_Term,Leased,First_Time,0.0
57,837560.0,6.27,Near_City,5,borewell,740,1,501600.0,Seeds_Fertilizers,Short_Term,Owned,First_Time,428868.0
51,635286.0,4.2,Near_City,8,drip,850,0,336000.0,Borewell_Installation,Long_Term,Owned,Repeat,317520.0
31,582166.0,4.04,Far,6,rainfed,590,2,161600.0,Borewell_Installation,Short_Term,Owned,First_Time,0.0
48,426207.0,2.35,Near_Village,6,drip,770,1,141000.0,Equipment_Purchase,Long_Term,Owned,Repeat,133245.0
26,637360.0,4.81,Near_City,7,drip,510,3,384800.0,Crop_Cultivation,Long_Term,Owned,First_Time,0.0
59,712661.0,5.38,Near_Village,7,drip,820,1,322800.0,Crop_Cultivation,Long_Term,Owned,Repeat,305046.0
25,319026.0,2.09,Near_Village,10,canal,410,3,125400.0,Seeds_Fertilizers,Short_Term,Owned,First_Time,0.0
33,369748.0,2.39,Near_Village,6,drip,720,1,143400.0,Irrigation_Setup,Short_Term,Owned,Repeat,132931.8
46,1069826.0,7.99,Far,8,canal,690,2,319600.0,Borewell_Installation,Short_Term,Leased,Repeat,0.0
43,796462.0,5.72,Near_Village,8,canal,750,2,343200.0,Equipment_Purchase,Short_Term,Owned,Repeat,318146.4
27,497178.0,3.4,Near_Village,6,canal,740,1,204000.0,Borewell_Installation,Short_Term,Owned,Repeat,189108.0
59,830898.0,6.16,Near_Village,10,canal,660,2,369600.0,Equipment_Purchase,Short_Term,Leased,Repeat,0.0
41,578521.0,4.21,Far,9,borewell,610,2,168400.0,Irrigation_Setup,Short_Term,Leased,Repeat,0.0
47,880936.0,6.44,Near_City,5,drip,850,1,515200.0,Crop_Cultivation,Long_Term,Owned,Repeat,486864.0
41,676155.0,5.09,Near_Village,9,drip,750,2,305400.0,Borewell_Installation,Long_Term,Owned,Repeat,283105.8
58,961478.0,7.04,Far,10,rainfed,640,2,281600.0,Irrigation_Setup,Short_Term,Owned,First_Time,240768.0
36,152391.0,0.66,Near_Village,10,borewell,650,1,39600.0,Seeds_Fertilizers,Short_Term,Owned,Repeat,35640.0
25,698506.0,5.35,Far,7,rainfed,640,2,214000.0,Equipment_Purchase,Long_Term,Owned,First_Time,182970.0
56,911000.0,6.99,Far,6,borewell,640,2,279600.0,Crop_Cultivation,Short_Term,Owned,First_Time,239058.0
60,998119.0,7.43,Near_City,7,drip,740,1,594400.0,Equipment_Purchase,Long_Term,Owned,First_Time,508212.0
39,301336.0,1.84,Near_City,7,borewell,670,0,147200.0,Irrigation_Setup,Long_Term,Owned,First_Time,125856.0
59,269955.0,1.28,Near_City,7,borewell,430,2,102400.0,Seeds_Fertilizers,Long_Term,Leased,First_Time,0.0
57,922644.0,7.18,Far,9,canal,820,1,287200.0,Crop_Cultivation,Long_Term,Owned,Repeat,271404.0
33,706364.0,5.35,Far,8,drip,840,0,214000.0,Borewell_Installation,Long_Term,Leased,Repeat,0.0
31,827293.0,6.34,Near_City,7,borewell,650,3,507200.0,Equipment_Purchase,Long_Term,Owned,Repeat,0.0
47,697267.0,5.1,Far,5,borewell,610,2,204000.0,Borewell_Installation,Long_Term,Leased,First_Time,0.0
39,824935.0,5.74,Far,10,drip,590,3,229600.0,Irrigation_Setup,Short_Term,Leased,Repeat,0.0
36,926414.0,6.57,Far,9,canal,690,2,262800.0,Irrigation_Setup,Short_Term,Leased,Repeat,0.0
56,209440.0,0.89,Near_Village,5,borewell,590,0,53400.0,Seeds_Fertilizers,Long_Term,Owned,First_Time,0.0
47,720470.0,5.18,Near_City,10,drip,710,1,414400.0,Equipment_Purchase,Short_Term,Leased,First_Time,0.0
45,597401.0,4.5,Far,9,drip,770,1,180000.0,Crop_Cultivation,Long_Term,Owned,Repeat,170100.0
29,513454.0,3.07,Near_City,5,borewell,560,2,245600.0,Borewell_Installation,Long_Term,Owned,First_Time,0.0
45,786721.0,5.54,Near_Village,5,drip,790,1,332400.0,Irrigation_Setup,Long_Term,Leased,Repeat,0.0
32,374893.0,2.59,Near_City,6,drip,690,0,207200.0,Crop_Cultivation,Short_Term,Owned,First_Time,177156.0
51,368000.0,2.36,Near_City,6,canal,560,2,188800.0,Seeds_Fertilizers,Short_Term,Leased,Repeat,0.0
61,909399.0,6.67,Near_Village,5,borewell,480,3,400200.0,Borewell_Installation,Long_Term,Leased,First_Time,0.0
63,281971.0,1.35,Near_Village,6,drip,660,0,81000.0,Seeds_Fertilizers,Long_Term,Leased,Repeat,0.0
63,349378.0,2.04,Near_Village,9,canal,660,0,122400.0,Borewell_Installation,Short_Term,Owned,First_Time,104652.0
62,464487.0,2.94,Far,9,borewell,740,1,117600.0,Seeds_Fertilizers,Short_Term,Owned,Repeat,109015.2
35,504541.0,3.42,Near_Village,7,borewell,630,1,205200.0,Crop_Cultivation,Long_Term,Leased,First_Time,0.0
61,905443.0,6.64,Far,5,drip,850,0,265600.0,Borewell_Installation,Short_Term,Owned,Repeat,250992.0
